list1_extract1,list1_news_name,list1_news_selection1,list1_news_selection2
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Markets Likely to Open Flat Today on Absence of Strong Cues,"Aug 27, 2021 03:01",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Market LIVE: Sensex, Nifty may open weak; Moody’s says COVID 2nd wave dented bank’s asset quality risks","Aug 26, 2021 21:43",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Sensex, Nifty may mirror global peers on opening; 5 things to know before today’s trade","Aug 26, 2021 21:34",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Day trading guide for Friday: 5 stocks to buy or sell today — 27th August,"Aug 26, 2021 20:17",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/400,What Reits’ inclusion in Nifty indices means for you,"Aug 26, 2021 13:26",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/400,New NSE Indices: Are they worth investing?,"Aug 26, 2021 12:25",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Markets End Flat Amid Volatility; US Markets Likely to Open Lower,"Aug 26, 2021 11:01",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/400,India shares higher at close of trade; Nifty 50 up 0.01%,"Aug 26, 2021 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Indian Indices End Flat; FMCG, Realty Indices Gain","Aug 26, 2021 05:09",GoodReturns
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Sensex, Nifty End On Flat Note For Second Straight Session","Aug 26, 2021 05:08",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Markets closed on a flat note; FMCG stocks outperformed,"Aug 26, 2021 05:06",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Nifty Metal nosedives over 1% as SAIL, NMDC, Tata Steel, JSW Steel weigh down; APL Apollo top gainer","Aug 26, 2021 04:36",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Bank Nifty trades flat ahead of F&O expiry; HDFC Bank, Kotak Bank stocks dip","Aug 26, 2021 04:30",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Indus Towers shares down 2.45% as Nifty drops,"Aug 26, 2021 03:58",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Shares turn range bound; auto shares decline,"Aug 26, 2021 03:58",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/400,CG Consumer shares up 0.04% as Nifty gains,"Aug 26, 2021 03:52",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/400,GAIL shares down 2.0% as Nifty gains,"Aug 26, 2021 03:42",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Nifty Auto stocks see profit booking; Maruti stocks drag,"Aug 26, 2021 03:40",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Nifty Auto stocks see profit booking; Maruti stock drag,"Aug 26, 2021 03:40",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Indian Oil Corp. shares fall 1.04% as Nifty gains,"Aug 26, 2021 03:27",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Sensex, Nifty trade flat amid volatility ahead of F&O expiry","Aug 26, 2021 03:22",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Nifty call: Buy on declines with fixed stop-loss at 16,615 level","Aug 26, 2021 03:15",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Nifty Oil & Gas maintains upside despite lower crude; Adani Total Gas hits upper circuit for 4th day in row; RIL, Oil India lift the index","Aug 26, 2021 03:14",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Tata Power shares down 0.67% as Nifty drops,"Aug 26, 2021 03:06",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/400,HPCL shares fall 1.03% as Nifty gains,"Aug 26, 2021 03:01",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Nifty Likely to Open on A Cautious Note as August F&O Expires Today,"Aug 26, 2021 03:00",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"Market LIVE: Sensex, Nifty stare at cautious start on F&O expiry day; FM Sitharaman asks PSBS to hold loan outreach","Aug 25, 2021 21:43",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/400,"SGX Nifty signals muted start for Sensex, Nifty; 5 things to know before today’s opening bell","Aug 25, 2021 21:33",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/400,SGX Nifty indicates flat to positive opening for Indian markets,"Aug 25, 2021 21:10",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Market LIVE Updates: Indian indices may witness volatile start; GX Nifty in red,"Aug 25, 2021 21:05",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/400,Day trading guide for Thursday: 7 stocks to buy or sell today — 26th August,"Aug 25, 2021 20:07",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Markets End Flat Amid Volatility; US Markets Likely to Open Lower,"Aug 26, 2021 11:01",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,India shares higher at close of trade; Nifty 50 up 0.01%,"Aug 26, 2021 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Indian Indices End Flat; FMCG, Realty Indices Gain","Aug 26, 2021 05:09",GoodReturns
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Sensex, Nifty End On Flat Note For Second Straight Session","Aug 26, 2021 05:08",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Markets closed on a flat note; FMCG stocks outperformed,"Aug 26, 2021 05:06",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Nifty Metal nosedives over 1% as SAIL, NMDC, Tata Steel, JSW Steel weigh down; APL Apollo top gainer","Aug 26, 2021 04:36",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Bank Nifty trades flat ahead of F&O expiry; HDFC Bank, Kotak Bank stocks dip","Aug 26, 2021 04:30",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Indus Towers shares down 2.45% as Nifty drops,"Aug 26, 2021 03:58",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Shares turn range bound; auto shares decline,"Aug 26, 2021 03:58",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/401,CG Consumer shares up 0.04% as Nifty gains,"Aug 26, 2021 03:52",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/401,GAIL shares down 2.0% as Nifty gains,"Aug 26, 2021 03:42",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Nifty Auto stocks see profit booking; Maruti stocks drag,"Aug 26, 2021 03:40",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Nifty Auto stocks see profit booking; Maruti stock drag,"Aug 26, 2021 03:40",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Indian Oil Corp. shares fall 1.04% as Nifty gains,"Aug 26, 2021 03:27",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Sensex, Nifty trade flat amid volatility ahead of F&O expiry","Aug 26, 2021 03:22",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Nifty call: Buy on declines with fixed stop-loss at 16,615 level","Aug 26, 2021 03:15",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Nifty Oil & Gas maintains upside despite lower crude; Adani Total Gas hits upper circuit for 4th day in row; RIL, Oil India lift the index","Aug 26, 2021 03:14",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Tata Power shares down 0.67% as Nifty drops,"Aug 26, 2021 03:06",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/401,HPCL shares fall 1.03% as Nifty gains,"Aug 26, 2021 03:01",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Nifty Likely to Open on A Cautious Note as August F&O Expires Today,"Aug 26, 2021 03:00",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Market LIVE: Sensex, Nifty stare at cautious start on F&O expiry day; FM Sitharaman asks PSBS to hold loan outreach","Aug 25, 2021 21:43",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"SGX Nifty signals muted start for Sensex, Nifty; 5 things to know before today’s opening bell","Aug 25, 2021 21:33",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/401,SGX Nifty indicates flat to positive opening for Indian markets,"Aug 25, 2021 21:10",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Market LIVE Updates: Indian indices may witness volatile start; GX Nifty in red,"Aug 25, 2021 21:05",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Day trading guide for Thursday: 7 stocks to buy or sell today — 26th August,"Aug 25, 2021 20:07",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Trade Setup: Be selective in this market; stick with largecaps,"Aug 25, 2021 11:31",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Ahead of Market: 12 things that will decide stock action on Thursday,"Aug 25, 2021 11:13",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Nifty, Sensex Hit Record Highs but End Flat Amid Volatility as F&O Deadline Looms","Aug 25, 2021 11:02",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,India shares mixed at close of trade; Nifty 50 up 0.06%,"Aug 25, 2021 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Centrum Broking Sees 68% Upside in ITC,"Aug 25, 2021 06:38",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Another Day of Records for Sensex, Nifty or Will Volatility Play Spoilsport?","Aug 25, 2021 03:10",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Stocks To Watch: Wipro, Tata Steel, Gillete India, Centrum Capital","Aug 24, 2021 21:46",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Sensex, Nifty end at record high; Bajaj Finserv rises 8%","Aug 24, 2021 21:38",TribuneIndia
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Markets likely to consolidate further; PSU Banks stocks in focus,"Aug 24, 2021 21:37",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Market LIVE: SGX Nifty up, Sensex, Nifty stare at gap-up start; India’s GDP to grow at 18.5% in Apr-Jun FY21","Aug 24, 2021 21:35",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Sensex, Nifty may follow global peers; 5 things to know before today’s opening bell","Aug 24, 2021 21:29",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Largecaps to outperform small & midcaps in short term: Vinay Rajani,"Aug 24, 2021 21:16",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Day trading guide for Wednesday: 4 stocks to buy or sell today — 25th August,"Aug 24, 2021 20:47",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Sensex, Nifty end at fresh lifetime highs; Bajaj Finserv rises 8%","Aug 24, 2021 15:44",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"REITs, InvITs to be part of Nifty indices from September 30: NSE","Aug 24, 2021 15:03",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Strong Global Cues Boost Nifty Over 16,600; Sensex Closes at Record High","Aug 24, 2021 11:27",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,India shares higher at close of trade; Nifty 50 up 0.78%,"Aug 24, 2021 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Is the Auto Index Looking Good for a Buy? Stocks Down 26% From 52-Week Highs,"Aug 24, 2021 05:52",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Nifty Likely to Hold Momentum, Open Higher; Dow Futures Up","Aug 24, 2021 02:58",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/401,SGX Nifty up 80 points; here's what changed for market while you were sleeping,"Aug 23, 2021 21:48",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"MARKET LIVE: SGX Nifty rises 100 pts; Aptus Value, Chemplast to list today","Aug 23, 2021 21:39",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Market LIVE: SGX Nifty hints at gap-up start for Sensex, Nifty; Chemplast Sanmar, Aptus Value listing today","Aug 23, 2021 21:35",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/401,"Nifty, Sensex may mirror global peers today; 5 things to know before the opening bell","Aug 23, 2021 21:30",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Day trading guide for Tuesday: 5 stocks to buy or sell today — 24th August,"Aug 23, 2021 20:16",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/401,Banks get ready for festive finery but investors far from enthused,"Aug 23, 2021 13:12",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Trade Setup: Be selective in this market; stick with largecaps,"Aug 25, 2021 11:31",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Ahead of Market: 12 things that will decide stock action on Thursday,"Aug 25, 2021 11:13",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Nifty, Sensex Hit Record Highs but End Flat Amid Volatility as F&O Deadline Looms","Aug 25, 2021 11:02",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,India shares mixed at close of trade; Nifty 50 up 0.06%,"Aug 25, 2021 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Centrum Broking Sees 68% Upside in ITC,"Aug 25, 2021 06:38",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Another Day of Records for Sensex, Nifty or Will Volatility Play Spoilsport?","Aug 25, 2021 03:10",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Stocks To Watch: Wipro, Tata Steel, Gillete India, Centrum Capital","Aug 24, 2021 21:46",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Sensex, Nifty end at record high; Bajaj Finserv rises 8%","Aug 24, 2021 21:38",TribuneIndia
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Markets likely to consolidate further; PSU Banks stocks in focus,"Aug 24, 2021 21:37",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Market LIVE: SGX Nifty up, Sensex, Nifty stare at gap-up start; India’s GDP to grow at 18.5% in Apr-Jun FY21","Aug 24, 2021 21:35",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Sensex, Nifty may follow global peers; 5 things to know before today’s opening bell","Aug 24, 2021 21:29",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Largecaps to outperform small & midcaps in short term: Vinay Rajani,"Aug 24, 2021 21:16",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Day trading guide for Wednesday: 4 stocks to buy or sell today — 25th August,"Aug 24, 2021 20:47",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Sensex, Nifty end at fresh lifetime highs; Bajaj Finserv rises 8%","Aug 24, 2021 15:44",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"REITs, InvITs to be part of Nifty indices from September 30: NSE","Aug 24, 2021 15:03",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Strong Global Cues Boost Nifty Over 16,600; Sensex Closes at Record High","Aug 24, 2021 11:27",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,India shares higher at close of trade; Nifty 50 up 0.78%,"Aug 24, 2021 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Is the Auto Index Looking Good for a Buy? Stocks Down 26% From 52-Week Highs,"Aug 24, 2021 05:52",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Nifty Likely to Hold Momentum, Open Higher; Dow Futures Up","Aug 24, 2021 02:58",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,SGX Nifty up 80 points; here's what changed for market while you were sleeping,"Aug 23, 2021 21:48",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"MARKET LIVE: SGX Nifty rises 100 pts; Aptus Value, Chemplast to list today","Aug 23, 2021 21:39",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Market LIVE: SGX Nifty hints at gap-up start for Sensex, Nifty; Chemplast Sanmar, Aptus Value listing today","Aug 23, 2021 21:35",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Nifty, Sensex may mirror global peers today; 5 things to know before the opening bell","Aug 23, 2021 21:30",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Day trading guide for Tuesday: 5 stocks to buy or sell today — 24th August,"Aug 23, 2021 20:16",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Banks get ready for festive finery but investors far from enthused,"Aug 23, 2021 13:12",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Nifty Closes Up, Misses 16,500 Level by 4 Points; Dow Futures Up","Aug 23, 2021 10:55",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,India shares higher at close of trade; Nifty 50 up 0.28%,"Aug 23, 2021 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Sensex, Nifty Snap Two-Day Losing Streak Led By IT Stocks","Aug 23, 2021 05:10",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Markets close higher; Midcap stocks underperformed,"Aug 23, 2021 05:09",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Benchmarks end with decent gains; broader indices tumbles,"Aug 23, 2021 05:03",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Bears hover on Nifty Metal led by broad-based selloff; MOIL, JSPL, APL Apollo drag; Vedanta, NALCO top gainers","Aug 23, 2021 04:23",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Nifty to be in 16000-16500 range by March 2022, new economy stocks good to invest for long run | INTERVIEW","Aug 23, 2021 04:07",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Benchmarks near day's high; auto stocks decline for sixth day,"Aug 23, 2021 03:55",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Adani Ent. shares down 0.59% as Nifty gains,"Aug 23, 2021 03:45",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Sensex up 179 pts, Nifty above 16,400 amid volatility","Aug 23, 2021 03:34",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Nifty 50 August Futures (16,492)","Aug 23, 2021 03:27",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Bosch Ltd remains under pressure,"Aug 23, 2021 03:06",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,TVS Motor Company Ltd eases for fifth straight session,"Aug 23, 2021 03:06",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Tata Motors Ltd stays slippery,"Aug 23, 2021 03:06",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,ITC Ltd continues to fall,"Aug 23, 2021 03:06",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,ICICI Bank Ltd slips for fifth straight session,"Aug 23, 2021 03:05",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Cadila, Aurobindo, Divis Lab and Sun Pharma keep Nifty Pharma on a positive note; Biocon top bear","Aug 23, 2021 02:58",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Shriram Trans Fin shares down 0.1% as Nifty gains,"Aug 23, 2021 02:57",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Nifty, Sensex Likely to Open in Green Today","Aug 23, 2021 02:57",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/402,"Charts suggest strong momentum in these two stocks; Nifty to face resistance at 16,700","Aug 22, 2021 21:45",Financial Express
https://in.investing.com/indices/s-p-cnx-nifty-news/402,MARKET LIVE: SGX Nifty soars over 150 pts; Nuvoco Vistas to list today,"Aug 22, 2021 21:40",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Share Market LIVE: SGX Nifty soars ahead of opening; Nuvoco Vistas shares to list on stock exchanges today,"Aug 22, 2021 21:22",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Market LIVE Update: Indian indices set for a strong opening; SGX Nifty in green,"Aug 22, 2021 20:59",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/402,2 Small Cap Stocks HDFC Securities Bets On For Gains Of Up To 23% In 1-3 Months,"Aug 22, 2021 20:51",GoodReturns
https://in.investing.com/indices/s-p-cnx-nifty-news/402,Stock market at all-time high: Is this the right time to stop your equity mutual fund SIPs?,"Aug 22, 2021 20:00",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/403,"Nifty Closes Up, Misses 16,500 Level by 4 Points; Dow Futures Up","Aug 23, 2021 10:55",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/403,India shares higher at close of trade; Nifty 50 up 0.28%,"Aug 23, 2021 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/403,"Sensex, Nifty Snap Two-Day Losing Streak Led By IT Stocks","Aug 23, 2021 05:10",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/403,Markets close higher; Midcap stocks underperformed,"Aug 23, 2021 05:09",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/403,Benchmarks end with decent gains; broader indices tumbles,"Aug 23, 2021 05:03",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/403,"Bears hover on Nifty Metal led by broad-based selloff; MOIL, JSPL, APL Apollo drag; Vedanta, NALCO top gainers","Aug 23, 2021 04:23",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/403,"Nifty to be in 16000-16500 range by March 2022, new economy stocks good to invest for long run | INTERVIEW","Aug 23, 2021 04:07",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/403,Benchmarks near day's high; auto stocks decline for sixth day,"Aug 23, 2021 03:55",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/403,Adani Ent. shares down 0.59% as Nifty gains,"Aug 23, 2021 03:45",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/403,"Sensex up 179 pts, Nifty above 16,400 amid volatility","Aug 23, 2021 03:34",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/403,"Nifty 50 August Futures (16,492)","Aug 23, 2021 03:27",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/403,Bosch Ltd remains under pressure,"Aug 23, 2021 03:06",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/403,TVS Motor Company Ltd eases for fifth straight session,"Aug 23, 2021 03:06",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/403,Tata Motors Ltd stays slippery,"Aug 23, 2021 03:06",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/403,ITC Ltd continues to fall,"Aug 23, 2021 03:06",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/403,ICICI Bank Ltd slips for fifth straight session,"Aug 23, 2021 03:05",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/403,"Cadila, Aurobindo, Divis Lab and Sun Pharma keep Nifty Pharma on a positive note; Biocon top bear","Aug 23, 2021 02:58",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/403,Shriram Trans Fin shares down 0.1% as Nifty gains,"Aug 23, 2021 02:57",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/403,"Nifty, Sensex Likely to Open in Green Today","Aug 23, 2021 02:57",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/403,"Charts suggest strong momentum in these two stocks; Nifty to face resistance at 16,700","Aug 22, 2021 21:45",Financial Express
https://in.investing.com/indices/s-p-cnx-nifty-news/403,MARKET LIVE: SGX Nifty soars over 150 pts; Nuvoco Vistas to list today,"Aug 22, 2021 21:40",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/403,Share Market LIVE: SGX Nifty soars ahead of opening; Nuvoco Vistas shares to list on stock exchanges today,"Aug 22, 2021 21:22",FinancialExpress
