list1_extract1,list1_news_name,list1_news_selection1,list1_news_selection2
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"Sensex, Nifty Likely To Have A Positive Opening","Sep 02, 2020 21:44",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"Share Market LIVE: SGX Nifty hints at positive opening; Finance Minister to meet with heads of banks, NBFCs","Sep 02, 2020 21:35",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"MARKET LIVE: Sensex gains 100 points, Nifty tops 11,550; Voda Idea up 10%","Sep 02, 2020 21:07",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/599,Global cues propel equity markets; Nifty and Sensex gain for second straight session on Wednesday,"Sep 02, 2020 13:45",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"Trade setup: Nifty50’ downside capped, has room for pullback","Sep 02, 2020 11:10",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"Indian shares end higher on Reliance boost, recovery hopes","Sep 02, 2020 10:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/599,India shares higher at close of trade; Nifty 50 up 0.56%,"Sep 02, 2020 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"EMERGING MARKETS-Indonesia c.bank steps in on rupiah, Thai baht down as finmin resigns","Sep 02, 2020 08:06",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/599,Possibility of Tariff Hike Boosting Vodafone Stock Today,"Sep 02, 2020 07:34",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"Nifty edge lower as China border tensions weigh, banks drop","Sep 02, 2020 05:54",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"EMERGING MARKETS-Rupiah, baht clobbered as policy uncertainty weighs","Sep 02, 2020 05:24",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/599,Nifty subdued as China border tensions weigh,"Sep 02, 2020 04:12",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"Share Market News Live: Sensex, Nifty trade muted; ONGC, Adani Ports, Infosys, Axis Bank top losers","Sep 01, 2020 22:49",Business Today
https://in.investing.com/indices/s-p-cnx-nifty-news/599,"Sensex, Nifty Stuck In Narrow Range Amid Choppy Trade","Sep 01, 2020 22:44",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/600,India shares lower at close of trade; Nifty 50 down 0.07%,"Sep 03, 2020 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/600,EMERGING MARKETS-Indonesia markets sink as Chinese moves hit Asia,"Sep 03, 2020 07:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Nifty up after services activity survey,"Sep 03, 2020 06:24",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"EMERGING MARKETS-Rupiah, baht resume decline; Thai stocks cheer stimulus","Sep 03, 2020 05:12",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Nifty edge up on global cues; services survey eyed,"Sep 03, 2020 04:18",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Sensex gains 112 points early; Nifty up 26 points,"Sep 02, 2020 23:03",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Sensex, Nifty open higher; Tata Motors, IndiGo stocks gain","Sep 02, 2020 22:55",IndiaInfoLine
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Share Market News Live: Sensex rises 80 points, Nifty at 11,535; Adani Ports, M&M, Tata Motors top gainers","Sep 02, 2020 22:46",Business Today
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Markets may extend consolidation on global support; Coal India in focus,"Sep 02, 2020 22:06",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Sensex, Nifty to open subdued on Thursday; 5 things to know before the opening bell","Sep 02, 2020 21:51",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Market LIVE: SGX Nifty flat, indicates muted start for Indian equities","Sep 02, 2020 21:48",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Sensex, Nifty Likely To Have A Positive Opening","Sep 02, 2020 21:44",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Share Market LIVE: SGX Nifty hints at positive opening; Finance Minister to meet with heads of banks, NBFCs","Sep 02, 2020 21:35",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"MARKET LIVE: Sensex gains 100 points, Nifty tops 11,550; Voda Idea up 10%","Sep 02, 2020 21:07",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Global cues propel equity markets; Nifty and Sensex gain for second straight session on Wednesday,"Sep 02, 2020 13:45",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Trade setup: Nifty50’ downside capped, has room for pullback","Sep 02, 2020 11:10",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Indian shares end higher on Reliance boost, recovery hopes","Sep 02, 2020 10:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,India shares higher at close of trade; Nifty 50 up 0.56%,"Sep 02, 2020 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"EMERGING MARKETS-Indonesia c.bank steps in on rupiah, Thai baht down as finmin resigns","Sep 02, 2020 08:06",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Possibility of Tariff Hike Boosting Vodafone Stock Today,"Sep 02, 2020 07:34",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Nifty edge lower as China border tensions weigh, banks drop","Sep 02, 2020 05:54",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"EMERGING MARKETS-Rupiah, baht clobbered as policy uncertainty weighs","Sep 02, 2020 05:24",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Nifty subdued as China border tensions weigh,"Sep 02, 2020 04:12",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Share Market News Live: Sensex, Nifty trade muted; ONGC, Adani Ports, Infosys, Axis Bank top losers","Sep 01, 2020 22:49",Business Today
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Sensex, Nifty Stuck In Narrow Range Amid Choppy Trade","Sep 01, 2020 22:44",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"MARKET LIVE: Sensex trades flat in pre-opening, Nifty tests 11,500","Sep 01, 2020 22:35",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Markets likely to be volatile; telecom, auto stocks to remain in focus","Sep 01, 2020 22:16",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Vodafone-Idea, ONGC, Banking shares to be in focus today; 5 things to know before the opening bell","Sep 01, 2020 22:13",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Market LIVE: SGX Nifty suggests flat opening for Indian equities,"Sep 01, 2020 21:44",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Share Market LIVE: SGX Nifty hints at muted opening; Supreme Court to rule on moratorium interest waiver today,"Sep 01, 2020 21:34",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Nifty may resume downtrend if it breaks below 11,350: HDFC Securities","Sep 01, 2020 21:31",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Why index funds are perfect for retail investors,"Sep 01, 2020 19:40",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Sensex jumps 273 points; Bharti Airtel soars by 7.11%,"Sep 01, 2020 13:31",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Trade Setup: After short-covering pullback, focus shifts to defensives","Sep 01, 2020 11:44",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Indian shares end higher on Airtel boost, rebound in factory data","Sep 01, 2020 10:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,India shares higher at close of trade; Nifty 50 up 0.73%,"Sep 01, 2020 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"EMERGING MARKETS-Philippine stocks slip as virus cases spike, India soars","Sep 01, 2020 07:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"EMERGING MARKETS-Rupiah slips as inflation points to lower rates, China data powers peers","Sep 01, 2020 06:30",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"REFILE-EMERGING MARKETS-Rupiah slips as inflation points to lower rates, China data powers peers","Sep 01, 2020 06:18",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Nifty rise as auto stocks gain after solid Maruti sales,"Sep 01, 2020 05:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,India Stocks Fall as Troops Clash With China,"Sep 01, 2020 05:39",Bloomberg
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Nifty open higher on boost from banking stocks,"Sep 01, 2020 04:18",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,India's GDP Plunge And China Border Tensions Will Continue To Impact Nifty,"Sep 01, 2020 00:48",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/600,RPT-UPDATE 1-Reliance Future-proofs retail arm as it seeks to woo investors,"Aug 31, 2020 23:30",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Reliance Future-proofs retail arm as it seeks to woo investors,"Aug 31, 2020 15:00",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Indian shares end lower after China border tensions; banks weigh,"Aug 31, 2020 10:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,India shares lower at close of trade; Nifty 50 down 2.23%,"Aug 31, 2020 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/600,Indian shares slide on border tensions with China,"Aug 31, 2020 08:36",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"EMERGING MARKETS-Indonesia shares sink on virus mutation fears, surge in cases","Aug 31, 2020 08:36",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/600,"Nifty rise after more plans to unlock economy, Reliance boost","Aug 31, 2020 05:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"MARKET LIVE: Sensex trades flat in pre-opening, Nifty tests 11,500","Sep 01, 2020 22:35",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Markets likely to be volatile; telecom, auto stocks to remain in focus","Sep 01, 2020 22:16",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Vodafone-Idea, ONGC, Banking shares to be in focus today; 5 things to know before the opening bell","Sep 01, 2020 22:13",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Market LIVE: SGX Nifty suggests flat opening for Indian equities,"Sep 01, 2020 21:44",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Share Market LIVE: SGX Nifty hints at muted opening; Supreme Court to rule on moratorium interest waiver today,"Sep 01, 2020 21:34",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Nifty may resume downtrend if it breaks below 11,350: HDFC Securities","Sep 01, 2020 21:31",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Why index funds are perfect for retail investors,"Sep 01, 2020 19:40",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Sensex jumps 273 points; Bharti Airtel soars by 7.11%,"Sep 01, 2020 13:31",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Trade Setup: After short-covering pullback, focus shifts to defensives","Sep 01, 2020 11:44",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Indian shares end higher on Airtel boost, rebound in factory data","Sep 01, 2020 10:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,India shares higher at close of trade; Nifty 50 up 0.73%,"Sep 01, 2020 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"EMERGING MARKETS-Philippine stocks slip as virus cases spike, India soars","Sep 01, 2020 07:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"EMERGING MARKETS-Rupiah slips as inflation points to lower rates, China data powers peers","Sep 01, 2020 06:30",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"REFILE-EMERGING MARKETS-Rupiah slips as inflation points to lower rates, China data powers peers","Sep 01, 2020 06:18",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Nifty rise as auto stocks gain after solid Maruti sales,"Sep 01, 2020 05:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,India Stocks Fall as Troops Clash With China,"Sep 01, 2020 05:39",Bloomberg
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Nifty open higher on boost from banking stocks,"Sep 01, 2020 04:18",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,India's GDP Plunge And China Border Tensions Will Continue To Impact Nifty,"Sep 01, 2020 00:48",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/601,RPT-UPDATE 1-Reliance Future-proofs retail arm as it seeks to woo investors,"Aug 31, 2020 23:30",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Reliance Future-proofs retail arm as it seeks to woo investors,"Aug 31, 2020 15:00",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Indian shares end lower after China border tensions; banks weigh,"Aug 31, 2020 10:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,India shares lower at close of trade; Nifty 50 down 2.23%,"Aug 31, 2020 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Indian shares slide on border tensions with China,"Aug 31, 2020 08:36",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"EMERGING MARKETS-Indonesia shares sink on virus mutation fears, surge in cases","Aug 31, 2020 08:36",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Nifty rise after more plans to unlock economy, Reliance boost","Aug 31, 2020 05:48",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"EMERGING MARKETS-Asian currencies gain on China data, Fed policy support","Aug 31, 2020 05:12",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Nifty rise on further virus easing measures, Reliance boost","Aug 31, 2020 04:12",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Share Market News Live: Sensex rises 400 points, Nifty at 11,777; banks stocks lead","Aug 30, 2020 22:44",Business Today
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Sensex, Nifty Open Higher Ahead Of GDP Data","Aug 30, 2020 22:39",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Nifty outlook & stock calls by Angel Broking: Buy Canara Bank, Info Edge","Aug 30, 2020 22:00",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Sensex, Nifty stare at gap-up opening today; here’s what you should know before the opening bell","Aug 30, 2020 21:54",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Indices likely to open on firm note,"Aug 30, 2020 21:46",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Market LIVE: Asia stocks up; SGX Nifty indicates firm start for Indian indices,"Aug 30, 2020 21:35",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Share Market LIVE: SGX Nifty hints at positive start for indices; India’s Q1 GDP figures to be released today,"Aug 30, 2020 21:28",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Bank index likely to outperform Nifty, test 26,300 soon","Aug 30, 2020 21:00",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Share market expectations: 10 factors that will guide Dalal Street next week,"Aug 30, 2020 10:35",Business Today
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Street signs: Scarcity premium for banks, new pledging system & more","Aug 30, 2020 08:54",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Trade Setup: Nifty50 looks strong; action likely in financials, midcaps","Aug 30, 2020 06:58",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/601,Markets may turn wary as GDP print to shift focus to tough economic reality,"Aug 30, 2020 05:32",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Sensex, Nifty: Key things to watch out for next week","Aug 30, 2020 04:21",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"The week that was in 10 stocks: Voda-Idea, Dish TV, IndusInd among stocks that gained up to 29%","Aug 30, 2020 03:48",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"GDP data, auto sales numbers, new margin rules among 10 factors guiding market next week","Aug 30, 2020 00:04",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Index Outlook | A fresh lifetime high in sight for Sensex, Nifty 50","Aug 29, 2020 09:44",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Dalal Street week ahead: Nifty on firm footing, but dollar remains a big worry","Aug 29, 2020 06:20",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/601,What triggered the rally in Vodafone Idea shares?,"Aug 29, 2020 04:57",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Will Nifty breach 12,000 in the coming week? 8 market experts share their views","Aug 29, 2020 02:02",MoneyControl
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Bank stocks charge up bulls; but Nifty oversold, upside is capped","Aug 29, 2020 00:37",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/601,India shares higher at close of trade; Nifty 50 up 0.76%,"Aug 28, 2020 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/601,"Indian shares jump after Fed shift, banks surge","Aug 28, 2020 10:36",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/601,EMERGING MARKETS-Rupee sees best week in 2 years as investors weigh Fed message,"Aug 28, 2020 08:18",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"EMERGING MARKETS-Asian currencies gain on China data, Fed policy support","Aug 31, 2020 05:12",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Nifty rise on further virus easing measures, Reliance boost","Aug 31, 2020 04:12",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Share Market News Live: Sensex rises 400 points, Nifty at 11,777; banks stocks lead","Aug 30, 2020 22:44",Business Today
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Sensex, Nifty Open Higher Ahead Of GDP Data","Aug 30, 2020 22:39",NDTV
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Nifty outlook & stock calls by Angel Broking: Buy Canara Bank, Info Edge","Aug 30, 2020 22:00",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Sensex, Nifty stare at gap-up opening today; here’s what you should know before the opening bell","Aug 30, 2020 21:54",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/602,Indices likely to open on firm note,"Aug 30, 2020 21:46",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/602,Market LIVE: Asia stocks up; SGX Nifty indicates firm start for Indian indices,"Aug 30, 2020 21:35",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/602,Share Market LIVE: SGX Nifty hints at positive start for indices; India’s Q1 GDP figures to be released today,"Aug 30, 2020 21:28",FinancialExpress
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Bank index likely to outperform Nifty, test 26,300 soon","Aug 30, 2020 21:00",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/602,Share market expectations: 10 factors that will guide Dalal Street next week,"Aug 30, 2020 10:35",Business Today
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Street signs: Scarcity premium for banks, new pledging system & more","Aug 30, 2020 08:54",Business Standard
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Trade Setup: Nifty50 looks strong; action likely in financials, midcaps","Aug 30, 2020 06:58",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/602,Markets may turn wary as GDP print to shift focus to tough economic reality,"Aug 30, 2020 05:32",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Sensex, Nifty: Key things to watch out for next week","Aug 30, 2020 04:21",Livemint
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"The week that was in 10 stocks: Voda-Idea, Dish TV, IndusInd among stocks that gained up to 29%","Aug 30, 2020 03:48",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"GDP data, auto sales numbers, new margin rules among 10 factors guiding market next week","Aug 30, 2020 00:04",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Index Outlook | A fresh lifetime high in sight for Sensex, Nifty 50","Aug 29, 2020 09:44",Business Line
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Dalal Street week ahead: Nifty on firm footing, but dollar remains a big worry","Aug 29, 2020 06:20",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/602,What triggered the rally in Vodafone Idea shares?,"Aug 29, 2020 04:57",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Will Nifty breach 12,000 in the coming week? 8 market experts share their views","Aug 29, 2020 02:02",MoneyControl
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Bank stocks charge up bulls; but Nifty oversold, upside is capped","Aug 29, 2020 00:37",The Economic Times
https://in.investing.com/indices/s-p-cnx-nifty-news/602,India shares higher at close of trade; Nifty 50 up 0.76%,"Aug 28, 2020 10:45",Investing.com
https://in.investing.com/indices/s-p-cnx-nifty-news/602,"Indian shares jump after Fed shift, banks surge","Aug 28, 2020 10:36",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/602,EMERGING MARKETS-Rupee sees best week in 2 years as investors weigh Fed message,"Aug 28, 2020 08:18",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/602,Nifty rise as investors digest new Fed stance; banks jump,"Aug 28, 2020 05:36",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/602,EMERGING MARKETS-Mixed messages for Asia in Fed's new strategy,"Aug 28, 2020 05:12",Reuters
https://in.investing.com/indices/s-p-cnx-nifty-news/602,Indian shares rise as investors digest Fed's new inflation stance,"Aug 28, 2020 04:06",Reuters
